,SW0X1RNA,SW0X2RNA,SW0X3RNA,SW0Y1RNA,SW0Y2RNA,SW0Y3RNA,SW0Z1RNA,SW0Z2RNA,SW0Z3RNA,SW1A1RNA,SW1B2RNA,SW1C1RNA,SW1C2RNA,SW1C3RNA,SW1E2RNA,SW1G1RNA,SW1G2RNA,SW1G3RNA,SW1H1RNA,SW1H2RNA,SW1H3RNA,SW1I1RNA,SW1I2RNA,SW1I3RNA,SW1J1RNA,SW1J2RNA,SW1J3RNA,SW1K1RNA,SW1K2RNA,SW1K3RNA,SW1L1RNA,SW1L2RNA,SW1L3RNA,SW1M1RNA,SW1M2RNA,SW1M3RNA,SW2A3RNA,SW2B1RNA,SW2B3RNA,SW2C1RNA,SW2C2RNA,SW2C3RNA,SW2D1RNA,SW2D2RNA,SW2D3RNA,SW2E3RNA,SW2F1RNA,SW2F2RNA,SW2F3RNA,SW2G1RNA,SW2G2RNA,SW2G3RNA,SW2H1RNA,SW2H3RNA,SW2I1RNA,SW2I2RNA,SW2J1RNA,SW2J2RNA,SW2J3RNA,SW2K1RNA,SW2K2RNA,SW2K3RNA,SW2L1RNA,SW2L2RNA,SW2L3RNA,SW2M1RNA,SW2M2RNA,SW2M3RNA,SW3A1RNA,SW3A2RNA,SW3A3RNA,SW3B1RNA,SW3B3RNA,SW3C1RNA,SW3C2RNA,SW3C3RNA,SW3D1RNA,SW3D2RNA,SW3D3RNA,SW3E1RNA,SW3E2RNA,SW3E3RNA,SW3F1RNA,SW3F2RNA,SW3F3RNA,SW3G1RNA,SW3G2RNA,SW3G3RNA,SW3H2RNA,SW3H3RNA,SW3I1RNA,SW3I2RNA,SW3J2RNA,SW3J3RNA,SW3K1RNA,SW3K2RNA,SW3K3RNA,SW3L1RNA,SW3L2RNA,SW3L3RNA,SW3M1RNA,SW3M2RNA,SW3M3RNA,SW4A1RNA,SW4A2RNA,SW4A3RNA,SW4B1RNA,SW4B2RNA,SW4B3RNA,SW4C1RNA,SW4C2RNA,SW4C3RNA,SW4D1RNA,SW4D3RNA,SW4E1RNA,SW4E2RNA,SW4E3RNA,SW4F1RNA,SW4F2RNA,SW4G1RNA,SW4G2RNA,SW4G3RNA,SW4H1RNA,SW4H2RNA,SW4H3RNA,SW4I1RNA,SW4I2RNA,SW4I3RNA,SW4J1RNA,SW4J2RNA,SW4J3RNA,SW4K1RNA,SW4K2RNA,SW4K3RNA,SW4L1RNA,SW4L2RNA,SW4L3RNA,SW4M1RNA,SW4M3RNA
OTU40,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,2,1,1,1,71,123,107,10,9,9,0,0,0,1,0,0,162,144,204,0,3,9,16,9,7,0,11,0,3,72,60,47,0,0,0,0,3,86,66,17,15,21,0,0,0,0,1,0,92,134,162,4,3,1,10,4,1,0,0,0,5,4,2,8,11,30,44,28,0,0,1,0,0,101,89,21,21,0,0,0,0,0,0,154,183,192,3,0,4,13,5,5,7,1,0,16,0,7,1,3,32,54,0,1,0,1,0,1,66,78,94,14,21,10,1,1,1,1,4,2,166,176
OTU5008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,3,1,0,0,465,363,605,4,5,4,229,217,77,0,0,0,0,0,0,0,0,0,0,0,0,0,627,677,834,0,8,6,0,0,0,0,0,0,0,1,0,0,86,42,51,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,306,407,315,0,3,0,23,33,0,0,0,0,0,1,0,686,659,595,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,38,2,4,0,12,0,0,1,0,0,13,22,10,0,0,0,15,3,10,0,0
OTU58,0,0,3,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU53,0,0,2,0,0,1,0,0,0,0,55,8,2,0,25,2,3,5,16,7,5,11,28,8,6,3,8,0,0,0,14,4,3,38,16,10,0,20,40,0,0,0,0,0,40,17,16,16,17,0,0,1,18,39,9,3,0,12,24,2,0,1,3,1,1,13,10,15,0,0,24,0,52,0,0,0,0,0,8,18,11,15,31,20,0,0,0,5,8,11,0,12,0,15,0,0,0,13,10,11,0,24,0,57,0,54,0,0,68,4,0,0,0,0,12,23,33,18,10,2,0,1,5,9,13,8,0,0,0,3,8,0,0,0,7,1,2,4,0
OTU11,1,3,1,1,0,0,0,1,0,17,38,25,26,23,93,143,113,99,21,17,13,250,160,181,7,10,13,9,5,2,8,11,1,202,260,133,28,71,82,23,21,47,129,140,133,76,24,52,50,52,67,48,31,45,226,139,17,18,14,43,9,5,28,12,10,218,285,251,40,30,28,128,112,74,110,75,46,27,46,144,99,216,71,94,92,148,139,137,15,12,181,231,19,40,12,12,10,7,5,2,250,189,307,59,23,16,67,49,46,55,37,25,105,131,66,67,45,39,13,54,51,85,7,6,9,134,89,122,3,22,19,44,16,22,38,9,7,263,174
OTU141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OTU64,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,0,0,1,1,5,0,0,10,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3
OTU69,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5,1,1,3,11,8,5,11,10,11,1,1,4,0,0,1,3,13,11,1,0,1,0,1,2,1,1,0,0,1,0,4,1,1,4,7,2,0,1,1,19,3,1,0,1,1,0,0,2,6,3,1,4,4,1,0,1,1,1,4,0,1,0,0,0,7,10,6,3,1,0,1,0,1,1,1,5,5,1,0,1,0,1,25,19,8,9,3,6,5,2,1,1,1,2,0,3,5,1,0,12,9,2,3,0,0,3,1,1,0,2,6,4,6,0,0,0,0,0,0,4,3,7,1,2
OTU5450,6,1,0,1,1,1,1,1,1,593,85,265,173,275,163,77,37,64,6,1,1,60,42,31,5,4,5,1,2,1,0,1,1,30,37,79,536,137,119,267,248,235,168,166,132,172,6,16,7,65,46,55,4,11,50,41,15,22,11,6,7,4,1,1,1,50,62,36,485,497,439,179,101,150,169,174,298,244,322,201,213,183,26,25,48,46,54,20,23,10,77,36,13,0,3,1,13,1,2,5,84,183,59,499,430,531,118,119,178,247,248,238,133,96,190,209,190,14,25,27,45,42,6,7,5,60,54,29,5,5,0,8,5,3,3,1,1,0,37
OTU72,7,1,3,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,22,0,2,1,1,0,0,0,2,1,1,9,27,27,0,1,2,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,7,1,8,1,3,0,0,0,2,1,0,26,26,39,0,0,0,1,0,0,0,0,0,1,1,0,2,3,1,1,1,0,0,0,0,0,9,10,1,3,0,0,0,1,1,2,30,34,32,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,14,21,7,2,3,4,0,0,0,1,0,1,23,25
OTU10,3,20,1,11,18,4,0,1,0,170,272,395,381,293,242,73,120,116,197,181,186,48,50,80,10,7,13,6,7,11,46,79,58,78,75,80,183,217,191,436,500,493,183,203,217,217,86,72,99,210,368,224,94,114,76,67,10,19,21,33,13,20,53,56,67,130,93,66,207,258,189,141,195,469,548,362,152,176,170,237,173,207,78,72,64,115,86,81,130,133,69,76,19,19,18,7,16,90,62,95,85,54,54,188,213,126,202,239,158,536,574,488,234,294,221,185,149,110,66,224,211,245,94,116,118,40,57,38,9,13,9,35,30,28,55,25,49,60,37
OTU8,0,0,0,0,0,0,1,1,1,0,0,298,230,254,285,83,89,66,85,101,101,0,0,0,100,74,63,22,13,17,22,46,30,0,0,0,0,0,0,0,321,265,354,393,375,0,234,221,154,35,45,0,289,236,118,82,202,145,0,0,28,0,56,50,38,0,0,112,0,0,0,0,431,148,190,227,274,264,248,0,0,0,263,244,0,63,0,0,160,182,0,0,0,171,0,0,0,58,58,58,0,0,0,0,0,0,0,0,521,308,253,239,443,335,0,0,0,172,114,66,41,74,172,165,164,141,126,151,65,97,69,0,0,22,40,4,28,0,0
OTU49,1,0,1,1,0,2,1,0,0,0,0,78,81,70,34,87,0,0,0,0,0,15,18,10,1,0,1,0,1,8,0,0,1,0,0,25,114,0,0,69,0,61,0,0,0,24,0,13,0,0,0,0,0,0,0,24,0,0,0,12,0,8,0,6,4,97,0,0,0,0,0,0,0,149,153,144,0,0,0,0,0,0,0,11,0,0,89,0,39,0,33,0,0,6,0,0,6,2,10,12,0,0,0,0,0,0,0,0,0,110,146,136,0,0,0,0,26,12,7,72,69,74,14,0,10,5,8,3,0,3,2,0,0,0,3,1,3,0,12
OTU158,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,1,0,1,1,0,0,0,0,1,3,1,2,0
OTU65,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,10,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,4,0
OTU90,0,1,0,1,0,1,0,0,0,1,1,3,0,4,0,0,0,3,0,0,1,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,2,16,3,2,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,1,0,0,0,0,8,0,9,8,14,0,28,0,1,0,0,0,5,0,2,3,0,0,0,0,0,1,0,0,0,4,6,0,4,1,3,0,1,0,0,11,0,0,5,9,11,7,0,1,0,5,0,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,24,13
OTU112,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,0,4,3,10,1,3,0,1,2,1,0,1,1,8,7,6,0,0,0,0,1,0,0,0,0,0,1,4,1,2,1,1,0,0,3,6,1,1,2,1,3,1,0,0,0,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,4,5,1,2,0,0,0,0,0,0,9,7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,5,0,0,0,1,3,0,1,1,1,1,1,1,1,0,1,0,4
OTU14,0,0,0,0,0,0,0,1,0,0,237,0,0,0,12,1,0,0,3,9,0,0,0,0,21,0,25,0,0,1,60,68,32,0,0,0,0,396,292,0,0,0,0,100,0,7,0,0,0,1,0,0,28,49,0,212,12,16,16,0,0,0,144,99,86,382,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,11,0,0,0,4,1,0,0,0,0,264,57,71,0,0,1,1,3,7,0,0,0,0,0,0,0,364,229,0,0,0,87,113,14,17,14,0,84,0,0,0,22,9,18,0,0,0,0,0,17,1,0,0,124,59,97,0,0
OTU54,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,0,3,0
OTU76,0,0,0,0,0,0,0,0,0,2,18,20,3,11,33,8,10,1,3,1,1,30,39,52,1,1,1,1,0,1,1,1,1,22,39,27,1,17,19,16,4,11,17,4,8,12,4,7,7,5,3,0,2,6,50,31,1,1,2,3,1,1,1,2,1,8,41,51,12,2,2,11,16,17,23,28,1,6,1,21,11,40,2,28,7,10,14,6,2,2,19,29,4,7,1,4,1,0,1,1,28,38,41,1,1,1,9,8,6,10,13,6,5,8,11,9,1,8,1,5,6,6,2,1,1,6,23,30,5,2,1,1,1,3,3,3,5,30,51
OTU21,1,1,0,0,0,0,1,1,1,0,0,0,1,0,135,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,78,46,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,89,87,89,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0,0
OTU36,0,0,0,0,0,0,0,0,0,1,7,5,5,1,2,31,14,32,1,1,1,30,18,13,6,11,7,20,8,13,2,0,1,67,63,42,1,10,9,8,5,7,4,1,6,2,9,33,17,13,31,27,3,3,15,7,17,0,23,22,23,23,1,1,1,38,29,36,3,1,5,19,8,10,6,8,1,2,1,1,1,3,39,30,36,25,41,27,1,1,44,31,25,27,16,27,28,1,0,1,83,87,70,11,1,1,14,2,10,12,5,15,6,9,2,7,1,18,12,24,0,21,1,1,1,49,24,28,19,19,13,31,30,52,2,0,0,135,76
OTU6980,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,50,50,45,25,21,23,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,33,21,0,1,0,0,1,0,32,0,24,46,20,1,1,1,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,19,40,35,0,0,1,1,0,27,22,68,68,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,2,0,1,0,1,12,18,1,0,0,1,1,0,0,27,33,32,44,28,0,0,1,0,0,3,0,0
OTU45,0,0,0,1,0,0,0,0,0,2,34,0,0,4,13,4,2,3,10,11,10,23,17,27,3,2,1,1,0,1,8,5,3,17,17,19,13,31,35,25,22,25,28,28,23,6,5,8,3,14,19,10,14,11,33,27,1,1,1,1,1,1,4,4,5,0,8,11,21,25,31,40,32,24,26,31,3,2,7,22,30,18,11,7,13,2,3,3,2,17,16,31,6,3,2,0,1,8,10,17,0,23,10,46,14,15,35,23,38,27,19,28,40,0,33,8,8,16,15,4,13,11,5,4,9,17,11,20,1,8,1,1,3,1,6,3,6,23,15
OTU48,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,61,70,31,2,3,1,0,0,0,6,9,2,87,112,90,0,2,4,0,0,0,2,0,0,1,27,44,50,0,0,0,1,1,38,14,24,13,19,0,0,0,17,26,18,58,55,65,1,1,0,5,0,0,0,2,0,0,0,0,0,0,39,29,16,0,0,1,0,0,23,15,41,39,0,0,0,4,2,4,117,0,102,1,0,1,2,5,6,0,0,0,5,7,1,1,1,9,11,0,1,0,1,1,1,46,47,30,31,37,34,0,0,0,11,11,16,130,123
OTU16,0,0,0,0,0,0,1,0,0,0,42,90,76,83,67,78,88,101,1,13,1,0,0,0,53,44,49,20,17,11,1,2,3,0,0,0,0,33,47,55,81,89,23,10,16,52,106,85,0,142,187,152,3,4,0,0,30,15,17,32,24,27,0,1,4,0,0,0,0,0,56,0,58,107,0,72,28,25,22,115,103,127,89,82,88,73,41,49,2,4,0,0,19,21,8,9,11,3,3,1,0,0,0,0,40,36,47,43,48,84,59,92,18,23,108,113,0,76,40,96,84,110,1,3,1,0,0,0,32,26,16,22,17,24,10,3,8,0,0
OTU107,0,0,1,0,1,0,1,1,1,8,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,1,5,0,0,6,2,4,9,0,0,0,0,5,0,0,0,4,7,0,0,1,0,0,0,3,0,0,1,0,1,2,6,0,16,11,11,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,1,0,0,0,0,0,3,1,1,1,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
OTU6,0,0,0,0,0,0,0,0,1,0,0,0,103,137,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,211,0,13,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,12,19,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,25,0,0,0,254,136,160,20,31,0,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6593,1,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,53,11,4,9,0,0,0,0,8,0,6,0,0,0,0,0,18,7,1,0,1,0,0,0,2,0,1,6,0,11,17,0,8,0,0,423,4,19,0,3,0,0,0,0,0,7,5,0,0,2,2,13,0,0,0,3,2,0,0,0,0,0,1,32,0,0,13,26,0,0,13,31,8,0,0,0,15,9,0,0,2,0,0,0,0,6,0,3,17,5,0,1,1,0,0,0,0,0,1,2,12
OTU133,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,10,0,15,4,9,7,4,2,0,1,2,2,0,1,0,2,1,0,0,0,0,33,0,0,0,0,0,0,0,35,0,0,11,0,0,0,0,17,11,3,0,0,3,0,0,1,1,1,1,1,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,4,9,13,0,0,0,0,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,6,8,7,0,14,4,0,4,0,1,0,0,0,0,3,1,0,0,0
OTU44,0,0,0,0,0,1,1,0,0,34,55,0,0,27,0,11,0,0,0,13,4,27,16,0,13,8,14,1,1,1,1,5,2,0,0,0,0,30,46,0,0,0,0,0,0,47,19,33,40,8,20,17,14,14,0,22,32,41,49,2,3,1,6,10,0,0,0,0,38,24,0,30,37,0,0,0,0,0,0,0,0,29,27,44,36,8,0,2,7,5,0,11,31,38,0,0,0,6,7,0,0,0,0,17,12,0,32,38,42,0,0,0,0,0,30,29,0,26,30,0,0,12,12,19,12,0,7,0,19,34,19,4,0,0,2,6,3,12,0
OTU30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,30,0
OTU1496,3,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
OTU88,0,0,0,0,0,0,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,5,12,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,1,1,1,0,6
OTU143,0,14,1,1,3,0,1,1,1,0,188,30,85,51,47,17,17,11,19,21,13,13,9,13,3,10,15,1,2,0,3,9,0,0,8,0,0,0,0,78,65,45,0,0,0,0,71,85,99,0,41,0,0,0,31,19,22,0,0,0,1,0,16,11,6,18,18,24,27,29,37,200,168,73,45,72,9,23,3,57,0,0,60,55,56,15,0,9,39,73,12,20,50,0,0,0,0,8,12,14,28,15,4,0,0,0,211,216,252,107,93,86,0,0,0,0,0,52,27,12,0,19,31,50,44,5,6,16,2,6,19,2,4,1,8,3,8,4,70
OTU31,0,0,0,1,0,1,0,0,0,14,34,0,18,0,0,5,0,0,8,3,7,0,0,0,0,168,0,2,2,1,78,72,29,0,0,0,15,26,62,13,0,0,23,0,0,97,0,0,0,9,12,9,5,9,0,0,66,29,0,2,1,0,46,38,46,0,0,0,9,0,24,66,75,0,5,0,0,25,21,0,134,0,71,68,50,1,2,0,5,1,0,0,41,65,0,0,1,0,30,34,0,0,0,20,18,13,26,27,15,11,0,0,13,21,167,88,50,43,45,6,11,6,4,5,1,0,0,0,24,46,56,0,2,1,37,30,25,0,0
OTU166,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6069,0,0,0,0,0,0,0,0,0,17,81,84,102,0,0,32,38,27,36,37,40,0,7,11,1,0,0,12,1,2,3,1,3,0,6,0,8,32,0,190,186,156,0,0,0,51,23,19,33,110,144,130,48,70,10,3,6,0,0,14,5,1,17,20,14,0,3,0,42,0,33,26,46,132,126,75,4,23,0,63,36,0,17,30,22,33,29,28,85,52,0,10,2,3,9,7,8,10,17,19,0,7,2,53,26,23,44,59,33,150,189,126,0,0,76,67,61,15,11,63,83,106,40,33,33,0,8,0,8,2,4,15,10,16,12,5,16,8,0
OTU177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU37,0,0,1,0,0,1,1,1,1,149,66,75,72,0,72,24,26,35,4,20,25,3,16,10,1,1,6,0,2,3,1,1,3,12,0,1,0,65,58,0,81,74,67,70,0,0,10,18,18,34,24,22,25,10,6,1,0,5,3,8,2,0,1,5,1,1,11,6,81,0,0,49,53,59,0,0,0,0,0,0,0,37,12,11,6,0,30,25,16,24,7,15,0,2,0,0,0,2,2,1,14,0,0,0,0,0,0,45,37,52,0,51,62,50,0,61,48,11,6,23,20,15,13,17,9,5,6,3,0,6,1,9,0,0,4,1,1,6,3
OTU1015,1,1,0,1,3,4,1,1,0,1,21,0,2,2,8,0,1,2,1,1,3,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,18,11,0,7,2,19,29,18,0,12,7,5,1,1,0,11,26,1,0,6,7,0,1,0,1,10,7,13,1,1,1,1,9,3,21,34,1,1,1,0,0,0,1,1,1,0,5,8,1,0,0,1,1,1,0,13,7,0,0,0,1,0,1,1,1,2,3,0,1,13,6,13,3,0,3,36,29,0,3,1,2,1,1,3,0,7,4,4,0,1,1,1,2,3,0,0,0,2,1,1,0,0
OTU159,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,1,1,0,5,13,13,0,0,0,0,0,0,0,0,0,13,19,15,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,13,1,0,0,0,0,0,0,0,1,0,11,12,15,3,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,3,6,0,1,0,0,0,0,0,0,7,9,16,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,5,5,12,0,0,0,0,1,0,1,0,0,20,11
OTU104,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,6,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,8,7,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,10,17,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,8,0,0,1,0,0,0,1,0,1,16,19
OTU29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29,5,19,1,0,0,0,0,0,0,0,0,27,57,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,0,1,0,0,0,0,0,0,14,33,21,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10,20,1,1,0,0,0,0,0,0,92,136,92,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,5,5,1,0,0,0,0,0,0,0,0,54,65
OTU52,1,0,0,0,0,0,0,0,0,75,61,64,37,49,50,0,0,11,2,0,2,12,25,11,3,13,9,0,1,0,0,1,0,9,8,7,139,110,110,55,58,51,98,120,100,54,25,32,25,4,9,12,13,4,17,6,20,0,29,3,0,1,0,1,1,16,10,10,109,100,85,99,63,0,36,73,66,51,67,45,81,58,36,53,32,0,9,11,10,6,16,34,23,18,1,3,1,0,0,1,13,44,35,114,118,137,62,76,80,61,85,56,69,91,50,58,53,34,9,3,4,0,6,6,12,15,11,10,5,10,13,2,4,3,1,0,1,25,40
