OTUID,Domain,Phylum,Class,Order,Family,Genus
OTU2027,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
OTU2028,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified
OTU2029,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5_or,Subgroup_5_fa,Subgroup_5_ge
OTU2030,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
OTU2031,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge
OTU2032,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter
OTU2033,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
OTU2034,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU2035,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiales_unclassified,Burkholderiales_unclassified
OTU2036,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge
OTU2037,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256_fa,IMCC26256_ge
OTU2038,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacteraceae_unclassified
OTU2039,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia_or,Sericytochromatia_fa,Sericytochromatia_ge
OTU2040,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage_or,Pla3_lineage_fa,Pla3_lineage_ge
OTU2041,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
OTU2042,Bacteria,Planctomycetota,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified
OTU2043,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU2044,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
OTU2045,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured
OTU2046,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Thermobacillus
OTU2047,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria_fa,Candidatus_Woesebacteria_ge
OTU2048,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Family_XI_unclassified
OTU2049,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacteraceae_unclassified
OTU2050,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU2051,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge
OTU2052,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
OTU2053,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
OTU2054,Bacteria,FCPU426,FCPU426_cl,FCPU426_or,FCPU426_fa,FCPU426_ge
OTU2055,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonosporaceae_unclassified
OTU2056,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia_or,Sericytochromatia_fa,Sericytochromatia_ge
OTU2057,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU2058,Bacteria,Armatimonadota,uncultured,uncultured_or,uncultured_fa,uncultured_ge
OTU2059,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,URHD0088,URHD0088_ge
OTU2060,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
OTU2061,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU2062,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured
OTU2063,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
OTU2064,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Simkaniaceae_unclassified
OTU2065,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified
OTU2066,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiia_unclassified,Acidimicrobiia_unclassified,Acidimicrobiia_unclassified
OTU2067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified
OTU2068,Bacteria,Planctomycetota,OM190,OM190_or,OM190_fa,OM190_ge
OTU2069,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
OTU2070,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
OTU2071,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
OTU2072,Bacteria,Actinobacteriota,Thermoleophilia,uncultured,uncultured_fa,uncultured_ge
OTU2073,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae_ge
OTU2074,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified
OTU2075,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
OTU2076,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Halioxenophilus
OTU2077,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20_fa,0319-6G20_ge
OTU2078,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
OTU2079,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU2080,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified
OTU2081,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU2082,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae_unclassified
OTU2083,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU4220,Bacteria,Chloroflexi,KD4-96,KD4-96_or,KD4-96_fa,KD4-96_ge
OTU4221,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
OTU4222,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4223,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonosporaceae_unclassified
OTU4224,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
OTU4225,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioidaceae_unclassified
OTU4226,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4227,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU4228,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaerales_unclassified,Tepidisphaerales_unclassified
OTU4229,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20_fa,0319-6G20_ge
OTU4230,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge
OTU4231,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU4232,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_2
OTU4233,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5_or,Subgroup_5_fa,Subgroup_5_ge
OTU4234,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4235,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified
OTU4236,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
OTU4237,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified
OTU4238,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrellaceae_unclassified
OTU4239,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
OTU4240,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU4241,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45_ge
OTU4242,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4243,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified
OTU4244,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,11-24_fa,11-24_ge
OTU4245,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
OTU4246,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
OTU4247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified
OTU4248,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiales_unclassified,Verrucomicrobiales_unclassified
OTU4249,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU4250,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU4251,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured_ge
OTU4252,Bacteria,Armatimonadota,uncultured,uncultured_or,uncultured_fa,uncultured_ge
OTU4253,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4254,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Rhodocyclaceae_unclassified
OTU4255,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified
OTU4256,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
OTU4257,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
OTU4258,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured_ge
OTU4259,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
OTU4260,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU4261,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
OTU4262,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
OTU4264,Bacteria,Actinobacteriota,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified
OTU4265,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4266,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae_unclassified
OTU4267,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured_ge
OTU4269,Bacteria,Chloroflexi,KD4-96,KD4-96_or,KD4-96_fa,KD4-96_ge
OTU4270,Bacteria,Chloroflexi,TK10,TK10_or,TK10_fa,TK10_ge
OTU4271,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4273,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU4274,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4275,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified
OTU4276,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU4277,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter
OTU4278,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
OTU4279,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured
OTU4280,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
OTU4281,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
OTU4283,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified
OTU4284,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4285,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured_ge
OTU4286,Bacteria,Actinobacteriota,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified
OTU4287,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge
OTU4288,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium
OTU4289,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4290,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
OTU4291,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031_unclassified,SBR1031_unclassified
OTU4292,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4293,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,37-13_ge
OTU4294,Bacteria,Myxococcota,Myxococcota_unclassified,Myxococcota_unclassified,Myxococcota_unclassified,Myxococcota_unclassified
OTU4295,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured
OTU4296,Bacteria,Chloroflexi,TK10,TK10_or,TK10_fa,TK10_ge
OTU4297,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3_termite_group,CPla-3_termite_group_ge
OTU4298,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured_ge
OTU4299,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU4300,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonadaceae_unclassified
OTU4301,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4302,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
OTU4303,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonosporaceae_unclassified
OTU4304,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
OTU4306,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU4307,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica
OTU4308,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge
OTU4310,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae_ge
OTU4311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified
OTU4312,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured_ge
OTU4313,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
OTU4314,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
OTU4315,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured
OTU4316,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
OTU4317,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU4318,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4319,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
OTU5558,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5559,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU5560,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichales_unclassified,Microtrichales_unclassified
OTU5561,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified
OTU5563,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3_termite_group,CPla-3_termite_group_ge
OTU5565,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
OTU5566,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured_ge
OTU5567,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified
OTU5568,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria_fa,Candidatus_Woesebacteria_ge
OTU5569,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
OTU5570,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified
OTU5571,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella
OTU5572,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_unclassified,Rickettsiales_unclassified
OTU5573,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales_fa,Armatimonadales_ge
OTU5574,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU5575,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU5576,Bacteria,Actinobacteriota,Thermoleophilia,Thermoleophilia_unclassified,Thermoleophilia_unclassified,Thermoleophilia_unclassified
OTU5577,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified
OTU5578,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae_unclassified
OTU5579,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus_SAG_1449-1a
OTU5580,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU5581,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
OTU5582,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured
OTU5583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae_unclassified
OTU5584,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU5585,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14_ge
OTU5586,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17_fa,Subgroup_17_ge
OTU5587,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
OTU5588,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
OTU5589,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5590,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
OTU5591,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU5592,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5593,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriales_unclassified,Acidobacteriales_unclassified
OTU5594,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5595,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU5596,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU5597,Bacteria,Actinobacteriota,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified
OTU5598,Bacteria,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified
OTU5599,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU5600,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified
OTU5601,Bacteria,GAL15,GAL15_cl,GAL15_or,GAL15_fa,GAL15_ge
OTU5602,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified
OTU5603,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales_unclassified,Pseudomonadales_unclassified
OTU5604,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU5605,Bacteria,Actinobacteriota,Thermoleophilia,Thermoleophilia_unclassified,Thermoleophilia_unclassified,Thermoleophilia_unclassified
OTU5606,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae_ge
OTU5607,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae_ge
OTU5608,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,AT-s2-59_fa,AT-s2-59_ge
OTU5609,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonadaceae_unclassified
OTU5610,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacteraceae_unclassified
OTU5611,Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb_or,Lineage_IIb_fa,Lineage_IIb_ge
OTU5612,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
